Date,Open,High,Low,Close,Adj Close,Volume
2017-03-06,247.910004,253.889999,243.000000,243.690002,243.690002,17485800
2017-03-13,244.820007,265.750000,242.779999,261.500000,261.500000,29581500
2017-03-20,260.600006,264.799988,250.240005,263.160004,263.160004,23549700
2017-03-27,260.600006,282.000000,259.750000,278.299988,278.299988,25337600
2017-04-03,286.899994,304.880005,284.579987,302.540009,302.540009,42004300
2017-04-10,309.149994,313.730011,295.299988,304.000000,304.000000,28724400
2017-04-17,302.700012,309.149994,297.899994,305.600006,305.600006,21731600
2017-04-24,309.220001,314.799988,305.859985,314.070007,314.070007,24448200
2017-05-01,314.880005,327.660004,290.760010,308.350006,308.350006,43675100
2017-05-08,310.899994,327.000000,305.820007,324.809998,324.809998,31300000
2017-05-15,318.380005,320.200012,305.309998,310.829987,310.829987,28827800
2017-05-22,312.799988,325.489990,303.480011,325.140015,325.140015,26497100
2017-05-29,326.000000,344.880005,325.760010,339.850006,339.850006,30944500
2017-06-05,338.500000,376.869995,334.209991,357.320007,357.320007,53540400
2017-06-12,357.989990,384.250000,350.619995,371.399994,371.399994,52301500
2017-06-19,375.000000,386.989990,367.799988,383.450012,383.450012,32886800
2017-06-26,386.690002,386.950012,354.100006,361.609985,361.609985,33972500
2017-07-03,370.239990,371.350006,306.299988,313.220001,313.220001,56853500
2017-07-10,312.899994,333.100006,303.130005,327.779999,327.779999,49946100
2017-07-17,325.540009,331.649994,313.450012,328.399994,328.399994,32675400
2017-07-24,330.239990,347.500000,326.290009,335.070007,335.070007,33629900
2017-07-31,335.500000,357.269989,311.220001,356.910004,356.910004,52733600
2017-08-07,357.350006,370.000000,352.750000,357.869995,357.869995,32125100
2017-08-14,364.630005,367.660004,345.799988,347.459991,347.459991,21437500
2017-08-21,345.820007,356.660004,331.850006,348.049988,348.049988,23840600
2017-08-28,347.279999,358.440002,338.750000,355.399994,355.399994,18372900
2017-09-04,353.799988,355.489990,341.559998,343.399994,343.399994,15429200
2017-09-11,351.350006,380.000000,350.000000,379.809998,379.809998,30448200
2017-09-18,380.250000,389.609985,350.880005,351.089996,351.089996,31336600
2017-09-25,353.149994,357.470001,335.399994,341.100006,341.100006,31249200
2017-10-02,342.519989,360.100006,331.279999,356.880005,356.880005,32073100
2017-10-09,349.649994,359.779999,342.670013,355.570007,355.570007,26600500
2017-10-16,353.760010,363.000000,344.339996,345.100006,345.100006,23600100
2017-10-23,349.880005,349.950012,316.660004,320.869995,320.869995,30836300
2017-10-30,319.179993,332.609985,292.630005,306.089996,306.089996,47069400
2017-11-06,307.000000,308.359985,296.299988,302.989990,302.989990,26578100
2017-11-13,300.130005,326.670013,299.109985,315.049988,315.049988,38796900
2017-11-20,313.790009,318.230011,304.750000,315.549988,315.549988,23670700
2017-11-27,313.250000,320.000000,301.230011,306.529999,306.529999,26917300
2017-12-04,306.500000,318.630005,300.000000,315.130005,315.130005,25926000
2017-12-11,314.630005,347.440002,313.750000,343.450012,343.450012,35625800
2017-12-18,344.899994,346.730011,324.820007,325.200012,325.200012,26856000
2017-12-25,323.829987,323.940002,309.540009,311.350006,311.350006,17184000
2018-01-01,312.000000,325.250000,305.679993,316.579987,316.579987,23411200
2018-01-08,316.000000,344.809998,315.500000,336.220001,336.220001,32786500
2018-01-15,337.540009,352.299988,334.799988,350.019989,350.019989,24132100
2018-01-22,349.399994,360.500000,335.709991,342.850006,342.850006,28243000
2018-01-29,339.850006,359.660004,338.279999,343.750000,343.750000,23581400
2018-02-05,337.970001,348.619995,294.760010,310.420013,310.420013,39770000
2018-02-12,316.130005,343.119995,306.250000,335.489990,335.489990,26294200
2018-02-19,334.470001,354.989990,331.500000,352.049988,352.049988,20016200
2018-02-26,353.500000,359.989990,322.970001,335.119995,335.119995,27185500
2018-03-05,332.390015,337.750000,321.739990,327.170013,327.170013,22189800
2018-03-12,328.609985,347.209991,319.070007,321.350006,321.350006,34879300
2018-03-19,316.500000,322.440002,300.450012,301.540009,301.540009,29801700
2018-03-26,307.339996,307.589996,248.210007,266.130005,266.130005,58419300
2018-04-02,256.260010,309.279999,244.589996,299.299988,299.299988,87496500
2018-04-09,300.369995,309.500000,289.209991,300.339996,300.339996,43658500
2018-04-16,299.000000,301.010010,282.510010,290.239990,290.239990,31614700
2018-04-23,291.290009,294.470001,276.500000,294.079987,294.079987,23312900
2018-04-30,293.609985,306.850006,275.230011,294.089996,294.089996,43745700
2018-05-07,297.500000,312.989990,295.170013,301.059998,301.059998,30666800
2018-05-14,303.320007,304.940002,274.000000,276.820007,276.820007,34152500
2018-05-21,281.329987,291.489990,273.420013,278.850006,278.850006,32133300
2018-05-28,278.510010,295.010010,276.149994,291.820007,291.820007,24500400
2018-06-04,294.339996,330.000000,286.739990,317.660004,317.660004,52110800
2018-06-11,322.510010,364.670013,322.500000,358.170013,358.170013,66830000
2018-06-18,355.399994,373.730011,332.000000,333.630005,333.630005,51452000
2018-06-25,330.119995,357.019989,325.799988,342.950012,342.950012,37607900
2018-07-02,360.070007,364.779999,296.220001,308.899994,308.899994,57384300
2018-07-09,311.989990,327.679993,308.000000,318.869995,318.869995,33543400
2018-07-16,311.709991,325.500000,306.250000,313.579987,313.579987,31516600
2018-07-23,301.839996,310.700012,292.549988,297.179993,297.179993,37992900
2018-07-30,295.899994,355.000000,286.130005,348.170013,348.170013,58891900
2018-08-06,345.459991,387.459991,339.149994,355.489990,355.489990,92667000
2018-08-13,361.130005,363.190002,303.529999,305.500000,305.500000,51560500
2018-08-20,291.700012,327.320007,288.200012,322.820007,322.820007,45270400
2018-08-27,318.000000,322.440002,297.720001,301.660004,301.660004,40767600
2018-09-03,296.940002,298.190002,252.250000,263.239990,263.239990,46044000
2018-09-10,273.260010,297.329987,271.000000,295.200012,295.200012,46574800
2018-09-17,290.040009,305.980011,275.500000,299.100006,299.100006,44129900
2018-09-24,298.480011,314.959991,260.559998,264.769989,264.769989,59326700
2018-10-01,305.769989,316.839996,260.000000,261.950012,261.950012,69274800
2018-10-08,264.519989,267.760010,247.770004,258.779999,258.779999,53717700
2018-10-15,259.059998,282.700012,253.500000,260.000000,260.000000,39178600
2018-10-22,260.679993,339.899994,252.589996,330.899994,330.899994,92952600
2018-10-29,337.470001,349.200012,322.260010,346.410004,346.410004,47045100
2018-11-05,340.500000,357.579987,330.140015,350.510010,350.510010,34157900
2018-11-12,348.369995,355.700012,330.339996,354.309998,354.309998,29262300
2018-11-19,356.339996,366.750000,325.549988,325.829987,325.829987,26603000
2018-11-26,325.000000,351.600006,325.000000,350.480011,350.480011,27187800
2018-12-03,360.000000,379.489990,350.760010,357.970001,357.970001,36122100
2018-12-10,360.000000,377.869995,353.119995,365.709991,365.709991,31652800
2018-12-17,362.000000,365.700012,311.869995,319.769989,319.769989,40136900
2018-12-24,313.500000,336.239990,294.089996,333.869995,333.869995,32237100
2018-12-31,337.790009,339.209991,297.380005,317.690002,317.690002,32320200
2019-01-07,321.720001,348.410004,317.750000,347.260010,347.260010,31088100
2019-01-14,342.380005,352.000000,299.730011,302.260010,302.260010,43823100
2019-01-21,304.820007,308.000000,279.279999,297.040009,297.040009,39858500
2019-01-28,292.910004,316.100006,287.750000,312.209991,312.209991,42147900
2019-02-04,312.980011,324.239990,298.500000,305.799988,305.799988,31498200
2019-02-11,311.600006,318.600006,301.000000,307.880005,307.880005,26894600
2019-02-18,306.559998,311.540009,290.500000,294.709991,294.709991,25960300
2019-02-25,297.910004,320.000000,288.769989,294.790009,294.790009,59825000
2019-03-04,298.119995,299.000000,270.100006,284.140015,284.140015,64459100
2019-03-11,283.519989,295.390015,274.399994,275.429993,275.429993,43630000
2019-03-18,276.000000,278.049988,263.459991,264.529999,264.529999,43682500
2019-03-25,259.709991,280.329987,254.460007,279.859985,279.859985,39110500
2019-04-01,282.619995,289.200012,281.279999,289.179993,289.179993,8110400
